Unnamed: 0,region_1,region_2
132557,Columbia Valley (WA),Columbia Valley
132558,Columbia Valley (WA),Columbia Valley
132559,Valdadige,
132560,Mendoza,
132561,Yakima Valley,Columbia Valley
132562,Columbia Valley (WA),Columbia Valley
132563,Alto Valle del Río Negro,
132564,Falerio dei Colli Ascolani,
132565,San Benito County,Central Coast
132566,Trentino,
132567,Paso Robles,Central Coast
132568,Rutherford,Napa
132569,Columbia Valley (WA),Columbia Valley
132570,Toscana,
132571,Dundee Hills,Willamette Valley
132572,Toscana,
132573,Rioja,
132574,Toscana,
132575,Diamond Mountain District,Napa
132576,Bolgheri,
132577,Toscana,
132578,Maremma,
132579,,
132580,Toscana,
132581,Rioja,
132582,Willamette Valley,Willamette Valley
132583,,
132584,Toscana,
132585,Livermore Valley,Central Coast
132586,,
132587,,
132588,Santa Maria Valley,Central Coast
132589,Margaret River,
132590,Dry Creek Valley,Sonoma
132591,Toscana,
132592,,
132593,Western Australia,
132594,Toscana,
132595,Monterey County,Central Coast
132596,Maremma,
132597,Toscana,
132598,Willamette Valley,Willamette Valley
132599,Bolgheri,
132600,Napa Valley,Napa
132601,,
132602,,
132603,Châteauneuf-du-Pape,
132604,Russian River Valley,Sonoma
132605,Mt. Harlan,Central Coast
132606,Santa Maria Valley,Central Coast
132607,Pauillac,
132608,Santa Barbara County,Central Coast
132609,Santa Ynez Valley,Central Coast
132610,,
132611,Napa Valley,Napa
132612,Russian River Valley,Sonoma
132613,,
132614,,
132615,Colli di Conegliano,
132616,,
132617,,
132618,Toro,
132619,Willamette Valley,Willamette Valley
132620,Dundee Hills,Willamette Valley
132621,Dry Creek Valley,Sonoma
132622,,
132623,Paso Robles,Central Coast
132624,Fronsac,
132625,Médoc,
132626,Costières de Nîmes,
132627,Paso Robles,Central Coast
132628,Piave,
132629,Mendocino,Mendocino/Lake Counties
132630,Saint-Émilion,
132631,Barsac,
132632,Saint-Julien,
132633,Margaux,
132634,Pessac-Léognan,
132635,Pessac-Léognan,
132636,Pauillac,
132637,Saint-Émilion,
132638,Saint-Émilion,
132639,Saint-Julien,
132640,Pessac-Léognan,
132641,Pomerol,
132642,Pomerol,
132643,Bordeaux,
132644,Margaux,
132645,Pauillac,
132646,Moulis-en-Médoc,
132647,Graves,
132648,Barsac,
132649,Sauternes,
132650,Saint-Émilion,
132651,Saint-Émilion,
132652,Pauillac,
132653,Saint-Estèphe,
132654,Pauillac,
132655,Pessac-Léognan,
132656,Saint-Émilion,
132657,Pomerol,
132658,Pessac-Léognan,
132659,Saint-Émilion,
132660,San Rafael,
132661,Amarone della Valpolicella Classico,
132662,,
132663,Amarone della Valpolicella Classico,
132664,,
132665,Touraine Mesland,
132666,,
132667,Mendoza,
132668,San Rafael,
132669,Sonoma County,Sonoma
132670,,
132671,Napa Valley,Napa
132672,,
132673,Alexander Valley,Sonoma
132674,,
132675,,
132676,,
132677,Sonoma Valley,Sonoma
132678,,
132679,Sonoma County,Sonoma
132680,Russian River Valley,Sonoma
132681,Chinon,
132682,Sonoma County,Sonoma
132683,Luján de Cuyo,
132684,Central Coast,Central Coast
132685,Chinon,
132686,Edna Valley,Central Coast
132687,,
132688,Amador County,Sierra Foothills
132689,Russian River Valley,Sonoma
132690,,
132691,Chehalem Mountains,Willamette Valley
132692,Jerez,
132693,McMinnville,Willamette Valley
132694,McMinnville,Willamette Valley
132695,,
132696,Napa Valley,Napa
132697,,
132698,Trento,
132699,Rutherford,Napa
132700,Franciacorta,
132701,Rioja,
132702,Saint-Émilion,
132703,Chehalem Mountains,Willamette Valley
132704,Saint-Estèphe,
132705,Oakville,Napa
132706,Eola-Amity Hills,Willamette Valley
132707,Willamette Valley,Willamette Valley
132708,Ribera del Duero,
132709,Jerez,
132710,,
132711,,
132712,Eola-Amity Hills,Willamette Valley
132713,Franciacorta,
132714,Yamhill-Carlton District,Willamette Valley
132715,Willamette Valley,Willamette Valley
132716,Rioja,
132717,,
132718,Franciacorta,
132719,Franciacorta,
132720,Alexander Valley,Sonoma
132721,Vino de la Tierra de Castilla y León,
132722,Monterey,Central Coast
132723,Cava,
132724,Vouvray,
132725,Piedmont,
132726,,
132727,Ribera del Duero,
132728,Sonoma County,Sonoma
132729,,
132730,Alexander Valley,Sonoma
132731,,
132732,Priorat,
132733,Ribera del Duero,
132734,Cafayate,
132735,Alexander Valley,Sonoma
132736,Prosecco del Veneto,
132737,Dry Creek Valley,Sonoma
132738,Rioja,
132739,Carneros,Napa-Sonoma
132740,Jumilla,
132741,Paso Robles,Central Coast
132742,California,California Other
132743,Rioja,
132744,Prosecco di Conegliano e Valdobbiadene,
132745,Santa Ynez Valley,Central Coast
132746,Champagne,
132747,McLaren Vale,
132748,Napa Valley,Napa
132749,Prosecco di Conegliano e Valdobbiadene,
132750,Willamette Valley,Willamette Valley
132751,Amador County,Sierra Foothills
132752,North Coast,North Coast
132753,King Valley,
132754,McLaren Vale,
132755,Russian River Valley,Sonoma
132756,Chablis,
132757,South Eastern Australia,
132758,Romangia,
132759,Chablis,
132760,Vi de la Terra Illes Balears,
132761,Dundee Hills,Willamette Valley
132762,Napa Valley,Napa
132763,Ribera del Duero,
132764,Willamette Valley,Willamette Valley
132765,California,California Other
132766,Columbia Gorge (OR),Oregon Other
132767,Luján de Cuyo,
132768,Clare Valley,
132769,Rueda,
132770,South Australia,
132771,Ribera del Duero,
132772,Margaret River,
132773,Willamette Valley,Willamette Valley
132774,Sonoma County,Sonoma
132775,Adelaide Plains,
132776,Willamette Valley,Willamette Valley
132777,Sicilia,
132778,Puglia,
132779,Priorat,
132780,Champagne,
132781,Champagne,
132782,Sta. Rita Hills,Central Coast
132783,,
132784,Napa Valley,Napa
132785,Russian River Valley,Sonoma
132786,,
132787,Champagne,
132788,Ribera del Duero,
132789,Ribera del Duero,
132790,Anderson Valley,Mendocino/Lake Counties
132791,Champagne,
132792,Champagne,
132793,,
132794,,
132795,Famatina Valley,
132796,Champagne,
132797,Sta. Rita Hills,Central Coast
132798,Rioja,
132799,,
132800,Edna Valley,Central Coast
132801,,
132802,Champagne,
132803,Edna Valley,Central Coast
132804,,
132805,Champagne,
132806,Champagne,
132807,Rioja,
132808,,
132809,,
132810,Columbia Valley (WA),Columbia Valley
132811,Red Mountain,Columbia Valley
132812,Minervois La Liviniere,
132813,Carneros,Napa-Sonoma
132814,Walla Walla Valley (WA),Columbia Valley
132815,Russian River Valley,Sonoma
132816,Mendoza,
132817,Ribera del Duero,
132818,Yakima Valley,Columbia Valley
132819,Uco Valley,
132820,Columbia Valley (WA),Columbia Valley
132821,Mendoza,
132822,Margaret River,
132823,Venezia Giulia,
132824,Delle Venezie,
132825,Red Mountain,Columbia Valley
132826,,
132827,Barossa Valley,
132828,,
132829,,
132830,Mendocino County,Mendocino/Lake Counties
132831,Edna Valley,Central Coast
132832,Margaret River,
132833,Oakville,Napa
132834,Mendoza,
132835,Columbia Valley (WA),Columbia Valley
132836,Russian River Valley,Sonoma
132837,Rioja,
132838,Russian River Valley,Sonoma
132839,,
132840,Champagne,
132841,Napa Valley,Napa
132842,Marche,
132843,Mendoza,
132844,Trentino,
132845,Central Coast,Central Coast
132846,Collio,
132847,Columbia Valley (WA),Columbia Valley
132848,Champagne,
132849,Mendoza,
132850,Rosso Piceno,
132851,Alto Adige,
132852,Alto Adige,
132853,Veronese,
132854,Luján de Cuyo,
132855,Sta. Rita Hills,Central Coast
132856,Mendoza,
132857,Marche,
132858,Santa Ynez Valley,Central Coast
132859,Carneros,Napa-Sonoma
132860,Delle Venezie,
132861,Santa Cruz Mountains,Central Coast
132862,Red Mountain,Columbia Valley
132863,,
132864,McLaren Vale,
132865,Anderson Valley,Mendocino/Lake Counties
132866,Trentino,
132867,Trentino,
132868,,
132869,Mendoza,
132870,Colli della Toscana Centrale,
132871,Maremma,
132872,Toscana,
132873,Toscana,
132874,Toscana,
132875,Toscana,
132876,Russian River Valley,Sonoma
132877,Maremma,
132878,Toscana,
132879,,
132880,Yountville,Napa
132881,Toscana,
132882,Santa Cruz Mountains,Central Coast
132883,Toscana,
132884,Toscana,
132885,Sant'Antimo,
132886,Dry Creek Valley,Sonoma
132887,,
132888,,
132889,Carneros,Napa-Sonoma
132890,Colli della Toscana Centrale,
132891,Graves,
132892,Maremma,
132893,Montecucco,
132894,Côtes de Castillon,
132895,Toscana,
132896,Toscana,
132897,Toscana,
132898,Paso Robles,Central Coast
132899,Oregon,Oregon Other
132900,Margaux,
132901,Napa Valley,Napa
132902,Napa Valley,Napa
132903,Franciacorta,
132904,,
132905,Bierzo,
132906,Umpqua Valley,Southern Oregon
132907,,
132908,Châteauneuf-du-Pape,
132909,Etna,
132910,Côtes du Rhône,
132911,,
132912,Sonoma County,Sonoma
132913,,
132914,California,California Other
132915,Dry Creek Valley,Sonoma
132916,Santa Barbara County,Central Coast
132917,Margaux,
132918,Jumilla,
132919,Piave,
132920,Mendocino County,Mendocino/Lake Counties
132921,Paso Robles,Central Coast
132922,Châteauneuf-du-Pape,
132923,Dry Creek Valley,Sonoma
132924,,
132925,Napa Valley,Napa
132926,Columbia Gorge (OR),Oregon Other
132927,Dolcetto d'Alba,
132928,,
132929,Willamette Valley,Willamette Valley
132930,Sauternes,
132931,Margaux,
132932,Pomerol,
132933,Pessac-Léognan,
132934,Médoc,
132935,Pessac-Léognan,
132936,Saint-Estèphe,
132937,Fronsac,
132938,Saint-Estèphe,
132939,Margaux,
132940,Saint-Julien,
132941,Saint-Estèphe,
132942,Moulis-en-Médoc,
132943,Saint-Émilion,
132944,Margaux,
132945,Pauillac,
132946,Pessac-Léognan,
132947,Pessac-Léognan,
132948,Saint-Estèphe,
132949,Sauternes,
132950,Saint-Émilion,
132951,Saint-Émilion,
132952,Saint-Julien,
132953,Moulis-en-Médoc,
132954,Saint-Émilion,
132955,Graves,
132956,Haut-Médoc,
132957,Moulis-en-Médoc,
132958,Saint-Émilion,
132959,Barsac,
132960,Anderson Valley,Mendocino/Lake Counties
132961,Jerez,
132962,Napa Valley,Napa
132963,Saint-Estèphe,
132964,,
132965,,
132966,Willamette Valley,Willamette Valley
132967,,
132968,Haut-Médoc,
132969,Sauternes,
132970,Lalande de Pomerol,
132971,Sta. Rita Hills,Central Coast
132972,El Dorado,Sierra Foothills
132973,Franciacorta,
132974,,
132975,Franciacorta,
132976,Willamette Valley,Willamette Valley
132977,Campo de Borja,
132978,Russian River Valley,Sonoma
132979,Côtes de Bourg,
132980,Franciacorta,
132981,Franciacorta,
132982,,
132983,Rutherford,Napa
132984,,
132985,Oregon,Oregon Other
132986,Rioja,
132987,Franciacorta,
132988,Franciacorta,
132989,,
132990,Virginia,
132991,Paso Robles,Central Coast
132992,,
132993,Sancerre,
132994,Napa Valley,Napa
132995,Santa Barbara County,Central Coast
132996,California,California Other
132997,Amarone della Valpolicella Classico,
132998,Mendoza,
132999,Santa Lucia Highlands,Central Coast
133000,Santa Cruz Mountains,Central Coast
133001,Mendoza,
133002,Alexander Valley,Sonoma
133003,Crémant de Loire,
133004,Russian River Valley,Sonoma
133005,Touraine Mesland,
133006,Alexander Valley,Sonoma
133007,Alexander Valley,Sonoma
133008,North Fork of Long Island,Long Island
133009,Pouilly-Fumé,
133010,Santa Lucia Highlands,Central Coast
133011,Oak Knoll District,Napa
133012,Mendoza,
133013,,
133014,Mendoza,
133015,Alexander Valley,Sonoma
133016,Touraine Mesland,
133017,Dry Creek Valley,Sonoma
133018,Neuquén,
133019,,
133020,Atlas Peak,Napa
133021,Carneros,Napa-Sonoma
133022,Cava,
133023,Rioja,
133024,France,
133025,Santa Maria Valley,Central Coast
133026,Santa Barbara County,Central Coast
133027,Alexander Valley,Sonoma
133028,Paso Robles,Central Coast
133029,,
133030,Moscato d'Asti,
133031,Paso Robles,Central Coast
133032,Toro,
133033,,
133034,,
133035,Sta. Rita Hills,Central Coast
133036,Cava,
133037,Cava,
133038,Napa,
133039,Mendocino,Mendocino/Lake Counties
133040,Neuquén,
133041,Carneros,Napa-Sonoma
133042,,
133043,,
133044,Russian River Valley,Sonoma
133045,Santa Maria Valley,Central Coast
133046,,
133047,Paso Robles,Central Coast
133048,,
133049,Dry Creek Valley,Sonoma
133050,California,California Other
133051,Willamette Valley,Willamette Valley
133052,Willamette Valley,Willamette Valley
133053,Napa Valley,Napa
133054,Chablis,
133055,Willamette Valley,Willamette Valley
133056,Luján de Cuyo,
133057,Dry Creek Valley,Sonoma
133058,Alexander Valley,Sonoma
133059,Rueda,
133060,Rueda,
133061,San Juan,
133062,California,California Other
133063,California,California Other
133064,Napa Valley,Napa
133065,Rueda,
133066,Paso Robles,Central Coast
133067,Willamette Valley,Willamette Valley
133068,Mendoza,
133069,Alexander Valley,Sonoma
133070,Sicilia,
133071,Finger Lakes,Finger Lakes
133072,Rueda,
133073,Sonoma County,Sonoma
133074,Mendoza,
133075,Dominio de Valdepusa,
133076,South Australia,
133077,Finger Lakes,Finger Lakes
133078,Ribera del Duero,
133079,Chablis,
133080,Napa Valley,Napa
133081,,
133082,Edna Valley,Central Coast
133083,Rioja,
133084,Napa Valley,Napa
133085,Champagne,
133086,Mendoza,
133087,Champagne,
133088,Champagne,
133089,Mendoza,
133090,Santa Ynez Valley,Central Coast
133091,Napa Valley,Napa
133092,Champagne,
133093,,
133094,,
133095,,
133096,Mercurey,
133097,Paso Robles,Central Coast
133098,Champagne,
133099,,
133100,Rioja,
133101,Mendoza,
133102,,
133103,,
133104,,
133105,Russian River Valley,Sonoma
133106,Rioja,
133107,,
133108,Ribera del Duero,
133109,Mendocino County,Mendocino/Lake Counties
133110,Russian River Valley,Sonoma
133111,Colli Orientali del Friuli,
133112,Corbières,
133113,Dry Creek Valley,Sonoma
133114,Russian River Valley,Sonoma
133115,Dry Creek Valley,Sonoma
133116,Dry Creek Valley,Sonoma
133117,Wahluke Slope,Columbia Valley
133118,,
133119,Russian River Valley,Sonoma
133120,Venezia Giulia,
133121,Anderson Valley,Mendocino/Lake Counties
133122,Russian River Valley,Sonoma
133123,,
133124,,
133125,Arroyo Grande Valley,Central Coast
133126,Columbia Valley (WA),Columbia Valley
133127,McLaren Vale,
133128,Columbia Valley (WA),Columbia Valley
133129,Horse Heaven Hills,Columbia Valley
133130,Walla Walla Valley (WA),Columbia Valley
133131,Snipes Mountain,Columbia Valley
133132,Snipes Mountain,Columbia Valley
133133,Paso Robles,Central Coast
133134,Dry Creek Valley,Sonoma
133135,Colli Orientali del Friuli,
133136,Saint-Chinian,
133137,Coonawarra,
133138,Anderson Valley,Mendocino/Lake Counties
133139,,
133140,Mendoza,
133141,Collio,
133142,Santa Barbara County,Central Coast
133143,Mendoza,
133144,Santa Lucia Highlands,Central Coast
133145,Mendoza,
133146,Cochise County,
133147,Columbia Valley (WA),Columbia Valley
133148,Trentino,
133149,New Jersey,
133150,Russian River Valley,Sonoma
133151,Mendoza,
133152,Columbia Valley (WA),Columbia Valley
133153,Carneros,Napa-Sonoma
133154,Delle Venezie,
133155,Paso Robles,Central Coast
133156,Russian River Valley,Sonoma
133157,Yakima Valley,Columbia Valley
133158,Napa Valley,Napa
133159,Zonda Valley,
133160,Oakville,Napa
133161,Champagne,
133162,Columbia Valley (WA),Columbia Valley
133163,Paso Robles,Central Coast
133164,Carneros,Napa-Sonoma
133165,Wahluke Slope,Columbia Valley
133166,Columbia Valley (WA),Columbia Valley
133167,Champagne,
133168,Uco Valley,
133169,Santa Barbara County,Central Coast
133170,Toro,
133171,,
133172,Toscana,
133173,Bolgheri,
133174,Val di Cornia Suvereto,
133175,,
133176,,
133177,Toscana,
133178,Toscana,
133179,Western Australia,
133180,Toscana,
133181,Toscana,
133182,Bolgheri Superiore,
133183,Lake County,Mendocino/Lake Counties
133184,Mendocino County,Mendocino/Lake Counties
133185,Toscana,
133186,South Australia,
133187,Sonoma Valley,Sonoma
133188,Bolgheri,
133189,Bolgheri Superiore,
133190,Toscana,
133191,Colli della Toscana Centrale,
133192,Toscana,
133193,Sauternes,
133194,Jerez,
133195,Toscana,
133196,,
133197,Toscana,
133198,Rioja,
133199,Toro,
133200,Saint-Péray,
133201,Sonoma Coast,Sonoma
133202,Dolcetto d'Alba,
133203,,
133204,Napa Valley,Napa
133205,Anderson Valley,Mendocino/Lake Counties
133206,Marca Trevigiana,
133207,Côtes du Rhône,
133208,Russian River Valley,Sonoma
133209,Luberon,
133210,Cigales,
133211,,
133212,Dry Creek Valley,Sonoma
133213,San Benito County,Central Coast
133214,Mendocino,Mendocino/Lake Counties
133215,Napa Valley,Napa
133216,Paso Robles,Central Coast
133217,Saint-Émilion,
133218,Pauillac,
133219,Médoc,
133220,Pessac-Léognan,
133221,Napa Valley,Napa
133222,California,California Other
133223,Calatayud,
133224,Ribera del Duero,
133225,,
133226,,
133227,Mendocino,Mendocino/Lake Counties
133228,Crozes-Hermitage,
133229,Monterey,Central Coast
133230,Pessac-Léognan,
133231,Saint-Estèphe,
133232,Saint-Estèphe,
133233,Saint-Émilion,
133234,Margaux,
133235,Pomerol,
133236,Bordeaux Blanc,
133237,Barsac,
133238,Saint-Émilion,
133239,Pauillac,
133240,Saint-Émilion,
133241,Haut-Médoc,
133242,Fronsac,
133243,Médoc,
133244,Pomerol,
133245,Pessac-Léognan,
133246,Saint-Émilion,
133247,Haut-Médoc,
133248,Pauillac,
133249,Pessac-Léognan,
133250,Graves,
133251,Margaux,
133252,Saint-Estèphe,
133253,Pessac-Léognan,
133254,Pomerol,
133255,Saint-Émilion,
133256,Moulis-en-Médoc,
133257,Pessac-Léognan,
133258,Pomerol,
133259,Pomerol,
133260,Napa Valley,Napa
133261,Prosecco di Valdobbiadene,
133262,Howell Mountain,Napa
133263,Edna Valley,Central Coast
133264,,
133265,,
133266,Cava,
133267,Cava,
133268,Yountville,Napa
133269,Napa Valley,Napa
133270,Knights Valley,Sonoma
133271,McLaren Vale,
133272,Napa Valley,Napa
133273,Paso Robles,Central Coast
133274,Napa Valley,Napa
133275,,
133276,Crémant de Die,
133277,,
133278,Napa Valley,Napa
133279,Livermore Valley,Central Coast
133280,Jumilla,
133281,Prosecco,
133282,Santa Barbara County,Central Coast
133283,Lodi,Central Valley
133284,Crémant de Bourgogne,
133285,,
133286,Rías Baixas,
133287,,
133288,Napa Valley,Napa
133289,Cava,
133290,Willamette Valley,Willamette Valley
133291,,
133292,Napa Valley,Napa
133293,Campo de Borja,
133294,Trento,
133295,Ribera del Duero,
133296,Haut-Médoc,
133297,Graves,
133298,Moulis-en-Médoc,
133299,Saint-Estèphe,
133300,Saint-Émilion,
133301,,
133302,,
133303,Chehalem Mountains,Willamette Valley
133304,Montsant,
133305,Ribera del Duero,
133306,Oakville,Napa
133307,,
133308,Oregon,Oregon Other
133309,Sonoma Coast,Sonoma
133310,Ribera del Duero,
133311,,
133312,Sauternes,
133313,Franciacorta,
133314,Médoc,
133315,Bordeaux Blanc,
133316,Margaux,
133317,Moulis-en-Médoc,
133318,Ribbon Ridge,Willamette Valley
133319,Saint-Émilion,
133320,Sonoma Valley,Sonoma
133321,Vouvray,
133322,Mendoza,
133323,Mendoza,
133324,San Rafael,
133325,Sierra Foothills,Sierra Foothills
133326,Saumur,
133327,Amador County,Sierra Foothills
133328,Virginia,
133329,Mendoza,
133330,Amarone della Valpolicella Classico,
133331,,
133332,Napa Valley,Napa
133333,,
133334,Mendoza,
133335,Mendocino County,Mendocino/Lake Counties
133336,Mendoza,
133337,Sonoma County,Sonoma
133338,Napa Valley,Napa
133339,,
133340,Howell Mountain,Napa
133341,,
133342,,
133343,Uco Valley,
133344,Chinon,
133345,Virginia,
133346,Crémant de Loire,
133347,Mendoza,
133348,Mendoza,
133349,San Luis Obispo County,Central Coast
133350,Biferno Bianco,
133351,Paso Robles,Central Coast
