region_1_US,region_2
Ribatejano,
Toscana,
Willamette Valley,Willamette Valley
Toscana,
Douro,
Sonoma County,Sonoma
Napa Valley,Napa
Napa Valley,Napa
Carneros,Napa-Sonoma
Oakville,Napa
Ribera del Duero,
Napa Valley,Napa
Napa Valley,Napa
Dundee Hills,Willamette Valley
Knights Valley,Sonoma
Mendocino Ridge,Mendocino/Lake Counties
Napa Valley,Napa
Santa Lucia Highlands,Central Coast
Napa Valley,Napa
Hawke's Bay,
Lake County,Mendocino/Lake Counties
Napa Valley,Napa
Chehalem Mountains,Willamette Valley
Sonoma Coast,Sonoma
Central Otago,
Jerez,
Alexander Valley,Sonoma
Willamette Valley,Willamette Valley
Toro,
Eola-Amity Hills,Willamette Valley
Jerez,
Rioja,
Río Negro Valley,
Crémant de Bourgogne,
Russian River Valley,Sonoma
Barossa Valley,
Arroyo Seco,Central Coast
Napa Valley,Napa
Toro,
Mendocino,Mendocino/Lake Counties
McLaren Vale,
El Dorado,Sierra Foothills
Clarendon,
Santa Barbara County,Central Coast
Rutherford,Napa
Barossa Valley,
Rutherford,Napa
Napa-Amador,California Other
Veneto,
Alexander Valley,Sonoma
Sonoma Valley,Sonoma
Dry Creek Valley,Sonoma
Napa Valley,Napa
Amarone della Valpolicella Classico,
Cafayate,
Luján de Cuyo,
Kamptal,
Luján de Cuyo,
Neuquén,
Alexander Valley,Sonoma
Touraine Mesland,
Sonoma County,Sonoma
Amarone della Valpolicella Classico,
Mendoza,
Mendoza,
Burgenland,
Napa Valley,Napa
Mendoza,
Amarone della Valpolicella Valpantena,
Sonoma Valley,Sonoma
Burgenland,
Amarone della Valpolicella,
Sonoma County,Sonoma
Russian River Valley,Sonoma
Santa Clara Valley,Central Coast
Burgenland,
Mendoza,
Amarone della Valpolicella Classico,
Amarone della Valpolicella,
Dominio de Valdepusa,
Cannonau di Sardegna,
Chablis,
Chablis,
Willamette Valley,Willamette Valley
Chablis,
Vi de la Terra Illes Balears,
Fiano di Avellino,
Edna Valley,Central Coast
Vermentino di Sardegna,
Margaret River,
Passito di Pantelleria,
Willamette Valley,Willamette Valley
Coonawarra,
Sonoma Valley,Sonoma
Western Australia,
Willamette Valley,Willamette Valley
Vi de la Terra Illes Balears,
Willamette Valley,Willamette Valley
Chablis,
Champagne,
Carneros,Napa-Sonoma
Carneros,Napa-Sonoma
Hawke's Bay,
Champagne,
Sta. Rita Hills,Central Coast
Sta. Rita Hills,Central Coast
Madeira,
Russian River Valley,Sonoma
Napa Valley,Napa
Redwood Valley,Mendocino/Lake Counties
Edna Valley,Central Coast
Sta. Rita Hills,Central Coast
Edna Valley,Central Coast
Champagne,
Simonsberg-Stellenbosch,
Central Otago,
Champagne,
Champagne,
Rioja,
Perdriel,
Stellenbosch,
Edna Valley,Central Coast
Madeira,
Champagne,
Alto Adige,
Verdicchio dei Castelli di Jesi Classico Superiore,
Russian River Valley,Sonoma
Columbia Valley (WA),Columbia Valley
Napa Valley,Napa
Torgiano,
Rosso Piceno,
Colline Teatine,
Washington,Washington Other
Champagne,
Yakima Valley,Columbia Valley
Napa Valley,Napa
Custoza Superiore,
Carmel Valley,Central Coast
Champagne,
Collio,
McLaren Vale,
McLaren Vale,
Ribera del Queiles,
Santa Barbara County,Central Coast
McLaren Vale,
Mosel-Saar-Ruwer,
Barossa Valley,
Wahluke Slope,Columbia Valley
Bucelas,
Dão,
Walla Walla Valley (WA),Columbia Valley
Santa Barbara County,Central Coast
Livermore Valley,Central Coast
Horse Heaven Hills,Columbia Valley
Russian River Valley,Sonoma
Dão,
Coteaux du Languedoc,
Oakville,Napa
Mosel-Saar-Ruwer,
Russian River Valley,Sonoma
Colli Orientali del Friuli,
Columbia Valley (WA),Columbia Valley
McLaren Vale,
Clare Valley,
Santa Barbara County,Central Coast
Saint-Chinian,
Pauillac,
Sauternes,
Pessac-Léognan,
Sauternes,
Pauillac,
Saint-Estèphe,
Saint-Julien,
Saint-Émilion,
Pauillac,
Pessac-Léognan,
Pessac-Léognan,
Saint-Émilion,
Saint-Julien,
Sauternes,
Pauillac,
Saint-Émilion,
Pessac-Léognan,
Pomerol,
Saint-Émilion,
Saint-Estèphe,
Margaux,
Saint-Émilion,
Saint-Julien,
Saint-Émilion,
Saint-Émilion,
Margaux,
Pauillac,
Sauternes,
Barsac,
Pessac-Léognan,
Toscana,
Toscana,
Toscana,
Alexander Valley,Sonoma
Toscana,
Toscana,
Russian River Valley,Sonoma
Bucelas,
Colli della Toscana Centrale,
Toscana,
Toscana,
Bolgheri Superiore,
Alexander Valley,Sonoma
Conca de Barberà,
Douro,
Rioja,
Pla de Bages,
Mosel-Saar-Ruwer,
Toscana,
Suisun Valley,North Coast
Val di Cornia Suvereto,
Toscana,
Toscana,
Alicante,
Carneros,Napa-Sonoma
Atalanti Valley,
Willamette Valley,Willamette Valley
Walla Walla Valley (OR),Oregon Other
Paso Robles,Central Coast
Ribera del Duero,
McMinnville,Willamette Valley
Côtes du Rhône,
Côtes du Rhône,
Douro,
Veneto Orientale,
Chehalem Mountains,Willamette Valley
Lugana,
Pomerol,
Toro,
Dundee Hills,Willamette Valley
Napa Valley,Napa
Cariñena,
Paso Robles,Central Coast
Nemea,
Napa Valley,Napa
Côtes du Rhône,
Douro,
Trento,
Rioja,
Napa Valley,Napa
Russian River Valley,Sonoma
Alsace,
Alsace,
Willamette Valley,Willamette Valley
Rheingau,
Franciacorta,
Yamhill-Carlton District,Willamette Valley
Sonoma Coast,Sonoma
Eola-Amity Hills,Willamette Valley
Toro,
Rutherford,Napa
Mount Veeder,Napa
Sonoma County,Sonoma
Hawke's Bay,
Yamhill-Carlton District,Willamette Valley
Franciacorta,
Russian River Valley,Sonoma
California,California Other
Mosel,
Hawke's Bay,
Hawke's Bay,
Jumilla,
Carneros,Napa-Sonoma
Russian River Valley,Sonoma
Green Valley,Sonoma
Russian River Valley,Sonoma
Ribera del Duero,
Rutherford,Napa
Napa Valley,Napa
Martinborough,
Russian River Valley,Sonoma
Sta. Rita Hills,Central Coast
Barossa,
Victoria,
Marlborough,
Cava,
McLaren Vale,
Martinborough,
Cava,
Catalunya,
Mount Athos,
Dry Creek Valley,Sonoma
Napa Valley,Napa
Santa Barbara County,Central Coast
Burgenland,
Burgenland,
Mosel-Saar-Ruwer,
Mendoza,
Burgenland,
Amarone della Valpolicella Classico,
Savennières,
Mosel-Saar-Ruwer,
Edna Valley,Central Coast
Uco Valley,
Sonoma Valley,Sonoma
Thermenregion,
Vienna,
Mosel-Saar-Ruwer,
Mendoza,
Napa Valley,Napa
Napa Valley,Napa
Amarone della Valpolicella Classico,
Oakville,Napa
Santa Lucia Highlands,Central Coast
Mendoza,
Dundee Hills,Willamette Valley
Chablis,
Napa Valley,Napa
Lake County,Mendocino/Lake Counties
South Australia,
Mendoza,
California,California Other
Barossa Valley,
Dominio de Valdepusa,
Yorkville Highlands,North Coast
Dundee Hills,Willamette Valley
Vino de la Tierra de Castilla y León,
Alto Valle del Río Negro,
Mendocino,Mendocino/Lake Counties
Coonawarra,
Jerez,
Lodi,Central Valley
Dry Creek Valley,Sonoma
Barossa Valley,
Willamette Valley,Willamette Valley
Stellenbosch,
Nuits-St.-Georges,
Marlborough,
Rioja,
Champagne,
San Juan,
Champagne,
Mendoza,
Stellenbosch,
Sonoma County,Sonoma
Central Otago,
Sta. Rita Hills,Central Coast
Santa Ynez Valley,Central Coast
Coastal Region,
Champagne,
Douro,
Champagne,
Paso Robles,Central Coast
Russian River Valley,Sonoma
Stellenbosch,
Napa Valley,Napa
Champagne,
Alicante,
Madeira,
Mendoza,
Constantia,
Venezia Giulia,
Mosel-Saar-Ruwer,
Alexander Valley,Sonoma
Santa Lucia Highlands,Central Coast
Anderson Valley,Mendocino/Lake Counties
Ribatejo,
Yakima Valley,Columbia Valley
Monterey County,Central Coast
Bairrada,
Russian River Valley,Sonoma
Mendoza,
Barossa Valley,
Toro,
Russian River Valley,Sonoma
Russian River Valley,Sonoma
Dão,
Tokaji,
Mosel-Saar-Ruwer,
Barossa Valley,
Paso Robles,Central Coast
Columbia Valley (WA),Columbia Valley
Dão,
Carneros,Napa-Sonoma
Rheingau,
Columbia Valley (WA),Columbia Valley
Colli di Conegliano,
Cafayate,
Cafayate,
Alto Adige,
Friuli Grave,
Paso Robles,Central Coast
Russian River Valley,Sonoma
Soave Classico,
Central Otago,
Cafayate,
Champagne,
Alto Adige,
Kumeu,
Santa Barbara County,Central Coast
Colli Orientali del Friuli,
Finger Lakes,Finger Lakes
Yakima Valley,Columbia Valley
North Coast,North Coast
Toscana,
Henty,
Bolgheri,
Toscana,
Jerez,
Rioja,
Diamond Mountain District,Napa
Mosel-Saar-Ruwer,
Rioja,
Sant'Antimo,
Willamette Valley,Willamette Valley
Russian River Valley,Sonoma
Bolgheri,
Toscana,
Toscana,
Toro,
Toscana,
South Eastern Australia,
Toscana,
Colli della Toscana Centrale,
Toscana,
Willamette Valley,Willamette Valley
Valencia,
Pomerol,
Pessac-Léognan,
Sauternes,
Pauillac,
Margaux,
Sauternes,
Saint-Émilion,
Pauillac,
Saint-Julien,
Margaux,
Pessac-Léognan,
Saint-Julien,
Pomerol,
Pessac-Léognan,
Pessac-Léognan,
Sauternes,
Saint-Julien,
Saint-Émilion,
Pessac-Léognan,
Pessac-Léognan,
Barsac,
Saint-Estèphe,
Saint-Julien,
Saint-Julien,
Saint-Émilion,
Pessac-Léognan,
Sauternes,
Pessac-Léognan,
Saint-Julien,
Saint-Émilion,
Douro,
Ella Valley,
Barbera d'Alba,
Santa Lucia Highlands,Central Coast
Luberon,
Rueda,
Douro,
Lodi,Central Valley
Carneros,Napa-Sonoma
Santorini,
Franciacorta,
Alentejano,
Napa Valley,Napa
Toro,
Franciacorta,
Russian River Valley,Sonoma
Rutherford,Napa
Franciacorta,
Santa Ynez Valley,Central Coast
Rutherford,Napa
Rutherford,Napa
Jerez,
Santa Lucia Highlands,Central Coast
Chehalem Mountains,Willamette Valley
Santa Ynez Valley,Central Coast
Eola-Amity Hills,Willamette Valley
Trento,
Russian River Valley,Sonoma
Médoc,
Franciacorta,
Franciacorta,
Rockpile,Sonoma
Franciacorta,
Willamette Valley,Willamette Valley
Dry Creek Valley,Sonoma
Knights Valley,Sonoma
San Rafael,
Neusiedlersee-Hügelland,
Thermenregion,
Edna Valley,Central Coast
Sonoma Valley,Sonoma
Sonoma County,Sonoma
Neuquén,
Napa Valley,Napa
Russian River Valley,Sonoma
Russian River Valley,Sonoma
Carneros,Napa-Sonoma
Sonoma County,Sonoma
Dry Creek Valley,Sonoma
Burgenland,
Burgenland,
Mendoza,
Napa Valley,Napa
Amarone della Valpolicella Classico,
Amarone della Valpolicella,
Alexander Valley,Sonoma
Trento,
Clarendon,
Jumilla,
Russian River Valley,Sonoma
Hawke's Bay,
Naoussa,
Rutherford,Napa
Carneros,Napa-Sonoma
Alexander Valley,Sonoma
Champagne,
Hawke's Bay,
Dry Creek Valley,Sonoma
Rutherford,Napa
Santa Maria Valley,Central Coast
Napa Valley,Napa
Barossa Valley,
Cava,
Sonoma Valley,Sonoma
Toro,
Cava,
Mendoza,
McLaren Vale,
California,California Other
Margaret River,
Sicilia,
Coonawarra,
Penedès,
Catalunya,
Mendoza,
Aglianico del Beneventano,
Coonawarra,
Cafayate,
Isola dei Nuraghi,
Sonoma County,Sonoma
Willamette Valley,Willamette Valley
Willamette Valley,Willamette Valley
Puglia,
Primitivo di Manduria,
Coastal Region,
Champagne,
Napa Valley,Napa
Robertson,
Rioja,
Alentejano,
Arroyo Grande Valley,Central Coast
Champagne,
Champagne,
Ribera del Duero,
Douro,
Napa Valley,Napa
Champagne,
Stellenbosch,
Marlborough,
Champagne,
Champagne,
Madeira,
Hawke's Bay,
Ribatejo,
Champagne,
Oak Knoll District,Napa
Central Otago,
Champagne,
Alentejano,
California,California Other
Santa Maria Valley,Central Coast
Minervois La Liviniere,
Coteaux du Languedoc,
Beiras,
Mosel-Saar-Ruwer,
Sonoma County,Sonoma
Russian River Valley,Sonoma
Hunter Valley,
Mosel-Saar-Ruwer,
Venezia Giulia,
Walla Walla Valley (WA),Columbia Valley
Colli Orientali del Friuli,
Walla Walla Valley (WA),Columbia Valley
Ribatejo,
Mosel-Saar-Ruwer,
Dry Creek Valley,Sonoma
Navarra,
Columbia Valley (WA),Columbia Valley
Ribera del Queiles,
Mosel-Saar-Ruwer,
Red Mountain,Columbia Valley
Alto Adige,
Mendoza,
Torgiano,
Russian River Valley,Sonoma
Alto Adige,
Alto Adige,
Colli Perugini,
Amarone della Valpolicella Classico,
Napa Valley,Napa
Sonoma County,Sonoma
St. Helena,Napa
Napa Valley,Napa
Piave,
Contra Costa County,Central Coast
Mendoza,
Champagne,
Alto Adige,
Santa Lucia Highlands,Central Coast
Santa Lucia Highlands,Central Coast
Offida Pecorino,
Champagne,
Ribera del Duero,
Toscana,
Toscana,
Southern Oregon,Southern Oregon
Douro,
Montescudaio,
Toscana,
Montescudaio,
Toscana,
Douro,
Toscana,
Sant'Antimo,
Toscana,
Toscana,
Maremma,
Maremma,
Toscana,
Rías Baixas,
Suisun Valley,North Coast
Toscana,
Toscana,
Rheingau,
Barbaresco,
Alentejano,
Paso Robles,Central Coast
Rioja,
Drama,
Santa Ynez Valley,Central Coast
Toro,
Willamette Valley,Willamette Valley
McMinnville,Willamette Valley
Stags Leap District,Napa
Rioja,
Santa Lucia Highlands,Central Coast
Luberon,
Greece,
Veneto,
Pauillac,
Côtes du Rhône,
Santorini,
Pauillac,
Saint-Émilion,
Saint-Estèphe,
Sauternes,
Margaux,
Pessac-Léognan,
Pessac-Léognan,
Pauillac,
Pessac-Léognan,
Pessac-Léognan,
Margaux,
Pomerol,
Pessac-Léognan,
Saint-Émilion,
Saint-Julien,
Margaux,
Haut-Médoc,
Saint-Émilion,
Saint-Émilion,
Haut-Médoc,
Pomerol,
Pessac-Léognan,
Pessac-Léognan,
Saint-Émilion,
Saint-Émilion,
Pessac-Léognan,
Saint-Estèphe,
Margaux,
Margaux,
Saint-Émilion,
Russian River Valley,Sonoma
Northern Sonoma,Sonoma
Thermenregion,
Napa Valley,Napa
Burgenland,
Edna Valley,Central Coast
Burgenland,
Russian River Valley,Sonoma
Vouvray,
Alexander Valley,Sonoma
Edna Valley,Central Coast
Pouilly-sur-Loire,
Santa Ynez Valley,Central Coast
Neusiedlersee,
Sierra Foothills,Sierra Foothills
Kremstal,
Willamette Valley,Willamette Valley
Fronsac,
Central Otago,
Napa Valley,Napa
Paso Robles,Central Coast
Margaux,
Franciacorta,
Franciacorta,
Sonoma County,Sonoma
Priorat,
Trento,
Marlborough,
Franciacorta,
Vino de la Tierra de Castilla y León,
Willamette Valley,Willamette Valley
Willamette Valley,Willamette Valley
Central Otago,
Willamette Valley,Willamette Valley
Haut-Médoc,
Franciacorta,
Graves,
Franciacorta,
Howell Mountain,Napa
Central Otago,
Trento,
Mosel,
Knights Valley,Sonoma
Cava,
Nemea,
Prosecco di Valdobbiadene,
Russian River Valley,Sonoma
Pisatis,
Alexander Valley,Sonoma
Prosecco di Conegliano e Valdobbiadene,
California,California Other
Napa Valley,Napa
Marlborough,
Greece,
Neuquén,
Prosecco del Veneto,
Ribera del Duero,
Piedmont,
Dry Creek Valley,Sonoma
Cava,
San Benito County,Central Coast
Mendoza,
Mendoza,
Barossa Valley,
Willamette Valley,Willamette Valley
Coonawarra,
Chablis,
Fiano di Avellino,
Central Coast,Central Coast
South Australia,
Ribera del Duero,
Willamette Valley,Willamette Valley
Sonoma County,Sonoma
Petit Chablis,
Priorat,
McLaren Vale,
Catalunya,
Romangia,
Penedès,
Isola dei Nuraghi,
Rueda,
Paso Robles,Central Coast
Champagne,
Uruguay,
Port,
Coastal Region,
Champagne,
Rioja,
South Africa,
Port,
Costers del Segre,
Rioja,
Stellenbosch,
Champagne,
Champagne,
Ribera del Duero,
Rioja,
Champagne,
Stellenbosch,
Stellenbosch,
Santa Maria Valley,Central Coast
Champagne,
Montagny,
Constantia,
Stellenbosch,
Knights Valley,Sonoma
Russian River Valley,Sonoma
Sonoma Coast,Sonoma
Columbia Valley (WA),Columbia Valley
Dão,
Russian River Valley,Sonoma
Corbières,
Russian River Valley,Sonoma
Stags Leap District,Napa
Horse Heaven Hills,Columbia Valley
Columbia Valley (WA),Columbia Valley
Santa Barbara County,Central Coast
Colli Orientali del Friuli,
McLaren Vale,
Walla Walla Valley (WA),Columbia Valley
Pla de Bages,
Barossa,
Mendoza,
Mosel-Saar-Ruwer,
Bairrada,
Marlborough,
Central Coast,Central Coast
Trentino,
Valdadige,
Alto Adige,
Mendoza,
Marlborough,
McLaren Vale,
Napa Valley,Napa
Piave,
Mendoza,
Columbia Valley (WA),Columbia Valley
Columbia Valley (WA),Columbia Valley
Alto Valle del Río Negro,
Falerio dei Colli Ascolani,
San Benito County,Central Coast
Trentino,
Paso Robles,Central Coast
Rutherford,Napa
Columbia Valley (WA),Columbia Valley
Toscana,
Toscana,
Rioja,
Toscana,
Diamond Mountain District,Napa
Bolgheri,
Toscana,
Maremma,
Mosel-Saar-Ruwer,
Toscana,
Rioja,
Willamette Valley,Willamette Valley
Galilee,
Toscana,
Livermore Valley,Central Coast
Rheingau,
Pfalz,
Santa Maria Valley,Central Coast
Margaret River,
Dry Creek Valley,Sonoma
Toscana,
Mosel-Saar-Ruwer,
Western Australia,
Toscana,
Toscana,
Bolgheri,
Napa Valley,Napa
Peloponnese,
Châteauneuf-du-Pape,
Santa Maria Valley,Central Coast
Santa Barbara County,Central Coast
Santa Ynez Valley,Central Coast
Douro,
Russian River Valley,Sonoma
Ismarikos,
Crete,
Colli di Conegliano,
Samos,
Toro,
Willamette Valley,Willamette Valley
Dundee Hills,Willamette Valley
Dry Creek Valley,Sonoma
Peloponnese,
Paso Robles,Central Coast
Costières de Nîmes,
Piave,
Saint-Émilion,
Barsac,
Saint-Julien,
Margaux,
Pessac-Léognan,
Pessac-Léognan,
Pauillac,
Saint-Émilion,
Saint-Émilion,
Saint-Julien,
Pessac-Léognan,
Pomerol,
Pomerol,
Bordeaux,
Margaux,
Pauillac,
Moulis-en-Médoc,
Graves,
Barsac,
Sauternes,
Saint-Émilion,
Saint-Émilion,
Pauillac,
Saint-Estèphe,
Pauillac,
Pessac-Léognan,
Saint-Émilion,
Pomerol,
Pessac-Léognan,
Saint-Émilion,
San Rafael,
Burgenland,
Amarone della Valpolicella Classico,
Thermenregion,
Mendoza,
San Rafael,
Sonoma County,Sonoma
Burgenland,
Kamptal,
Neusiedlersee,
Burgenland,
Sonoma Valley,Sonoma
Russian River Valley,Sonoma
Chinon,
Sonoma County,Sonoma
Luján de Cuyo,
Central Coast,Central Coast
Edna Valley,Central Coast
Mosel-Saar-Ruwer,
Amador County,Sierra Foothills
Chehalem Mountains,Willamette Valley
Jerez,
McMinnville,Willamette Valley
McMinnville,Willamette Valley
Central Otago,
Trento,
Rutherford,Napa
Franciacorta,
Rioja,
Saint-Émilion,
Chehalem Mountains,Willamette Valley
Eola-Amity Hills,Willamette Valley
Willamette Valley,Willamette Valley
Ribera del Duero,
Jerez,
Rheingau,
Central Otago,
Eola-Amity Hills,Willamette Valley
Franciacorta,
Yamhill-Carlton District,Willamette Valley
Willamette Valley,Willamette Valley
Rioja,
Mosel,
Franciacorta,
Franciacorta,
Alexander Valley,Sonoma
Vino de la Tierra de Castilla y León,
Monterey,Central Coast
Cava,
Vouvray,
Piedmont,
Pitsilia Mountains,
Ribera del Duero,
Alexander Valley,Sonoma
Ribera del Duero,
Cafayate,
Alexander Valley,Sonoma
Prosecco del Veneto,
Dry Creek Valley,Sonoma
Rioja,
Jumilla,
Paso Robles,Central Coast
California,California Other
Rioja,
Prosecco di Conegliano e Valdobbiadene,
Champagne,
McLaren Vale,
Prosecco di Conegliano e Valdobbiadene,
Willamette Valley,Willamette Valley
South Eastern Australia,
Romangia,
Dundee Hills,Willamette Valley
Ribera del Duero,
Columbia Gorge (OR),Oregon Other
Luján de Cuyo,
Ribera del Duero,
Margaret River,
Sonoma County,Sonoma
Willamette Valley,Willamette Valley
Sicilia,
Puglia,
Priorat,
Champagne,
Champagne,
Stellenbosch,
Napa Valley,Napa
Hawke's Bay,
Champagne,
Ribera del Duero,
Ribera del Duero,
Anderson Valley,Mendocino/Lake Counties
Champagne,
Champagne,
Douro,
Famatina Valley,
Champagne,
Sta. Rita Hills,Central Coast
Rioja,
Edna Valley,Central Coast
Robertson,
Champagne,
Edna Valley,Central Coast
Alentejo,
Champagne,
Champagne,
Rioja,
Stellenbosch,
Columbia Valley (WA),Columbia Valley
Red Mountain,Columbia Valley
Minervois La Liviniere,
Walla Walla Valley (WA),Columbia Valley
Russian River Valley,Sonoma
Ribera del Duero,
Yakima Valley,Columbia Valley
Columbia Valley (WA),Columbia Valley
Mendoza,
Margaret River,
Venezia Giulia,
Delle Venezie,
Red Mountain,Columbia Valley
Mosel-Saar-Ruwer,
Vinho Verde,
Vinho Verde,
Mendocino County,Mendocino/Lake Counties
Edna Valley,Central Coast
Oakville,Napa
Mendoza,
Columbia Valley (WA),Columbia Valley
Russian River Valley,Sonoma
Rioja,
Champagne,
Marche,
Trentino,
Champagne,
Mendoza,
Rosso Piceno,
Veronese,
Luján de Cuyo,
Sta. Rita Hills,Central Coast
Mendoza,
Marche,
Santa Ynez Valley,Central Coast
Carneros,Napa-Sonoma
Delle Venezie,
Santa Cruz Mountains,Central Coast
Red Mountain,Columbia Valley
McLaren Vale,
Trentino,
Trentino,
Colli della Toscana Centrale,
Maremma,
Toscana,
Toscana,
Toscana,
Toscana,
Russian River Valley,Sonoma
Maremma,
Toscana,
Nahe,
Toscana,
Toscana,
Toscana,
Sant'Antimo,
Ribatejano,
Carneros,Napa-Sonoma
Colli della Toscana Centrale,
Maremma,
Montecucco,
Toscana,
Toscana,
Toscana,
Paso Robles,Central Coast
Napa Valley,Napa
Napa Valley,Napa
Franciacorta,
Arcadia,
Bierzo,
Pisatis,
Châteauneuf-du-Pape,
Etna,
Côtes du Rhône,
Cyprus,
Samos,
California,California Other
Santa Barbara County,Central Coast
Jumilla,
Piave,
Dry Creek Valley,Sonoma
Atalanti Valley,
Napa Valley,Napa
Columbia Gorge (OR),Oregon Other
Douro,
Willamette Valley,Willamette Valley
Sauternes,
Margaux,
Pomerol,
Pessac-Léognan,
Médoc,
Pessac-Léognan,
Saint-Estèphe,
Fronsac,
Saint-Estèphe,
Margaux,
Saint-Julien,
Saint-Estèphe,
Moulis-en-Médoc,
Saint-Émilion,
Margaux,
Pauillac,
Pessac-Léognan,
Pessac-Léognan,
Saint-Estèphe,
Sauternes,
Saint-Émilion,
Saint-Émilion,
Saint-Julien,
Moulis-en-Médoc,
Saint-Émilion,
Graves,
Haut-Médoc,
Moulis-en-Médoc,
Saint-Émilion,
Barsac,
Anderson Valley,Mendocino/Lake Counties
Jerez,
Napa Valley,Napa
Rheingau,
Willamette Valley,Willamette Valley
Franciacorta,
Franciacorta,
Willamette Valley,Willamette Valley
Campo de Borja,
Russian River Valley,Sonoma
Côtes de Bourg,
Franciacorta,
Franciacorta,
Rutherford,Napa
Hawke's Bay,
Oregon,Oregon Other
